"","Estimate","Std. Error","t value","FDR","bcpid"
"bcpIDd1G11SALT_B",-0.0248231205051741,0.00853682802762244,-2.90776860267706,0.00379938918627447,"bcpIDd1G11SALT_B"
"bcpIDd1G12SALT_A",-0.0438988396834018,0.0064846851056091,-6.76961779461431,0.0000000000357398136213547,"bcpIDd1G12SALT_A"
"bcpIDd1G1SALT_A",0.0830385852683413,0.0118952864631703,6.9807974381653,0.00000000000921704713517244,"bcpIDd1G1SALT_A"
"bcpIDd1G1SALT_B",0.0614237551217505,0.0104386037028637,5.88428844222715,0.00000000726289978144626,"bcpIDd1G1SALT_B"
"bcpIDd1G3SALT_A",0.0612180397524704,0.00739480863869729,8.27851574577796,0.00000000000000110928186419999,"bcpIDd1G3SALT_A"
"bcpIDd1G3SALT_B",-0.0161808901511144,0.00787696912509753,-2.05420256118042,0.0404672096187124,"bcpIDd1G3SALT_B"
"bcpIDd1G5SALT_B",0.00953952049749482,0.00838907430850418,1.13713624968424,0.256017414027154,"bcpIDd1G5SALT_B"
"bcpIDd1G7SALT_A",-0.0116971043942938,0.0190973480171324,-0.612498886431783,0.540481804536689,"bcpIDd1G7SALT_A"
"bcpIDd1G7SALT_B",-0.0124859982551138,0.00696831745524208,-1.79182397118274,0.0737562074066872,"bcpIDd1G7SALT_B"
"bcpIDd1G9SALT_B",-0.028348532176494,0.00964032457886506,-2.940620094747,0.00342489304693692,"bcpIDd1G9SALT_B"
"bcpIDd1H10SALT_A",0.0237833127328709,0.0132264384670496,1.79816454687489,0.0727445259433826,"bcpIDd1H10SALT_A"
"bcpIDd1H10SALT_B",0.00987576620542104,0.00991518328308251,0.996024573975478,0.319712395464419,"bcpIDd1H10SALT_B"
"bcpIDd1H11SALT_A",-0.0374801629577423,0.0154506868104069,-2.42579267948771,0.0156222686665149,"bcpIDd1H11SALT_A"
"bcpIDd1H11SALT_B",0.00488691187874779,0.00573916154172271,0.85150275754059,0.394891342764562,"bcpIDd1H11SALT_B"
"bcpIDd1H3SALT_A",0.0176315193680162,0.0194142540724844,0.908173927372524,0.364216960528341,"bcpIDd1H3SALT_A"
"bcpIDd1H3SALT_B",0.00238166376113197,0.0091880032336675,0.259214510548371,0.79557474207481,"bcpIDd1H3SALT_B"
"bcpIDd1H5SALT_A",0.0803814534723943,0.00639906011847184,12.5614468350377,0.000000000000000000000000000000104821262102709,"bcpIDd1H5SALT_A"
"bcpIDd1H5SALT_B",-0.14029452413609,0.0502818394249773,-2.79016292443748,0.00546617622329147,"bcpIDd1H5SALT_B"
"bcpIDd1H7SALT_A",0.0851649327901498,0.0142064282182396,5.99481667607393,0.00000000386688944615354,"bcpIDd1H7SALT_A"
"bcpIDd1H7SALT_B",0.026194049841047,0.0143705086526439,1.82276427885715,0.0689267524450903,"bcpIDd1H7SALT_B"
"bcpIDd1H9SALT_A",0.0225812699515074,0.0124373026915148,1.81560829639638,0.0700199103449497,"bcpIDd1H9SALT_A"
"bcpIDd1H9SALT_B",-0.00509467373764979,0.0147596392278512,-0.345176034386817,0.730104908827986,"bcpIDd1H9SALT_B"
"bcpIDd2A10SALT_A",-0.00520293227887552,0.0729019237318409,-0.0713689298243178,0.943132224790343,"bcpIDd2A10SALT_A"
"bcpIDd2A10SALT_B",-0.00256705265987389,0.0160230184348208,-0.160210304339115,0.872779096602705,"bcpIDd2A10SALT_B"
"bcpIDd2A11SALT_A",0.00435442335011134,0.0159752614879848,0.272572899879377,0.785292304486251,"bcpIDd2A11SALT_A"
"bcpIDd2A11SALT_B",-0.0163311620686174,0.0289731330633492,-0.56366572551576,0.573230377447898,"bcpIDd2A11SALT_B"
"bcpIDd2A3SALT_A",0.00363960696155074,0.0206975762758669,0.175847012859881,0.86048420752781,"bcpIDd2A3SALT_A"
"bcpIDd2A3SALT_B",0.0192017054598685,0.012333036939429,1.55693245339112,0.120109268477978,"bcpIDd2A3SALT_B"
"bcpIDd2A7SALT_A",0.0231620684192414,0.00822785839217308,2.81507864078881,0.00506588873006621,"bcpIDd2A7SALT_A"
"bcpIDd2A7SALT_B",-0.000457580373670954,0.00690271993562649,-0.0662898651456621,0.947173131829097,"bcpIDd2A7SALT_B"
"bcpIDd2A9SALT_A",0.00133124741406145,0.0137126124634643,0.0970819687064303,0.922699589147808,"bcpIDd2A9SALT_A"
"bcpIDd2A9SALT_B",-0.016808794530442,0.0118759481559326,-1.41536442478028,0.157574411048616,"bcpIDd2A9SALT_B"
"bcpIDd2B10SALT_A",0.000825707450951298,0.0248859217099226,0.0331797013820095,0.973544317439736,"bcpIDd2B10SALT_A"
"bcpIDd2B10SALT_B",-0.000918342490170421,0.101707649531791,-0.00902923717535493,0.992799353639261,"bcpIDd2B10SALT_B"
"bcpIDd2B11SALT_A",-0.0342753276715521,0.0110007054382924,-3.11573906453698,0.00193859013590035,"bcpIDd2B11SALT_A"
"bcpIDd2B11SALT_B",-0.00441834272652768,0.00801535127372541,-0.551235070758677,0.581714902607112,"bcpIDd2B11SALT_B"
"bcpIDd2B12SALT_A",0.00216854868571991,0.0330529181786495,0.0656083881610391,0.947715421369499,"bcpIDd2B12SALT_A"
"bcpIDd2B12SALT_B",0.0601517385795441,0.011141559904486,5.39886147857311,0.000000103125250736528,"bcpIDd2B12SALT_B"
"bcpIDd2B1SALT_A",0.112661115244004,0.021473164396751,5.24660050854219,0.000000227906845910214,"bcpIDd2B1SALT_A"
"bcpIDd2B3SALT_A",0.0783709840150602,0.0122575990656739,6.39366515376815,0.000000000367374103182217,"bcpIDd2B3SALT_A"
"bcpIDd2B3SALT_B",0.00183899458736664,0.0129842625980979,0.141632578167052,0.887426381480548,"bcpIDd2B3SALT_B"
"bcpIDd2B5SALT_A",0.083695534087511,0.00660030812953638,12.6805495205555,0.0000000000000000000000000000000331428133591304,"bcpIDd2B5SALT_A"
"bcpIDd2B5SALT_B",-0.030490208592896,0.0206879143710678,-1.47381742045185,0.141150136074927,"bcpIDd2B5SALT_B"
"bcpIDd2B7SALT_B",0.0275643375897659,0.00827852735151907,3.32961847190225,0.000932834151529576,"bcpIDd2B7SALT_B"
"bcpIDd2B9SALT_A",0.0615050150729912,0.0748838773138504,0.821338548152546,0.411838737686908,"bcpIDd2B9SALT_A"
"bcpIDd2C10SALT_A",0.000380138999372697,0.00808433228573692,0.0470216940542351,0.962514416632963,"bcpIDd2C10SALT_A"
"bcpIDd2C10SALT_B",0.00288055163589055,0.00903362679961133,0.318869895755986,0.749956239148344,"bcpIDd2C10SALT_B"
"bcpIDd2C11SALT_A",0.00593337335735143,0.00689285606225178,0.860800414772205,0.389754064164041,"bcpIDd2C11SALT_A"
"bcpIDd2C11SALT_B",-0.0747620093041244,0.0358766056247832,-2.08386518184094,0.03767161362202,"bcpIDd2C11SALT_B"
"bcpIDd2C12SALT_B",0.008187839303532,0.0423526675545318,0.193325232536761,0.846781537033717,"bcpIDd2C12SALT_B"
"bcpIDd2C1SALT_A",0.0996145165031166,0.00700598474411568,14.2184889264543,0.00000000000000000000000000000000000000730415473314463,"bcpIDd2C1SALT_A"
"bcpIDd2C1SALT_B",0.0615760502991366,0.00687798085708122,8.9526347308369,0.00000000000000000654357575712279,"bcpIDd2C1SALT_B"
"bcpIDd2C3SALT_A",0.0283340465787169,0.0157021789410536,1.80446590788984,0.0717504151294231,"bcpIDd2C3SALT_A"
"bcpIDd2C3SALT_B",-0.0294823451132786,0.0293765901202067,-1.00359997510396,0.31604926265937,"bcpIDd2C3SALT_B"
"bcpIDd2C7SALT_A",-0.00772074669245701,0.010929235426578,-0.706430632254615,0.48024424704691,"bcpIDd2C7SALT_A"
"bcpIDd2C7SALT_B",0.00213752461638081,0.0108488343406419,0.197028044605051,0.843884394893894,"bcpIDd2C7SALT_B"
"bcpIDd2D10SALT_A",0.0946607463839224,0.123167901183785,0.768550454088473,0.442517362610319,"bcpIDd2D10SALT_A"
"bcpIDd2D10SALT_B",-0.0167784189930902,0.00801299109936958,-2.09390211283403,0.0367637629616057,"bcpIDd2D10SALT_B"
"bcpIDd2D11SALT_B",-0.0106524150698708,0.0082016683292322,-1.2988107592578,0.194598108354919,"bcpIDd2D11SALT_B"
"bcpIDd2D1SALT_A",0.0754858990901623,0.00684370547135918,11.0299748295817,0.000000000000000000000000165447015641453,"bcpIDd2D1SALT_A"
"bcpIDd2D1SALT_B",0.0588526702232631,0.00642361335914364,9.16192599598008,0.0000000000000000012549372300833,"bcpIDd2D1SALT_B"
"bcpIDd2D3SALT_A",0.00674193018715302,0.0342841521407375,0.196648590272181,0.844181189611687,"bcpIDd2D3SALT_A"
"bcpIDd2D3SALT_B",0.0360884288102954,0.0161094483685308,2.24020264286596,0.0255093539660176,"bcpIDd2D3SALT_B"
"bcpIDd2D5SALT_B",0.00316835144057104,0.00922524346857718,0.343443666431462,0.731406804295185,"bcpIDd2D5SALT_B"
"bcpIDd2D7SALT_A",0.108544270822428,0.00952429671082217,11.396565449194,0.00000000000000000000000000597732823217494,"bcpIDd2D7SALT_A"
"bcpIDd2D7SALT_B",0.0704561672415164,0.00751344612861985,9.37734376947727,0.000000000000000000223084088866065,"bcpIDd2D7SALT_B"
"bcpIDd2D9SALT_A",0.0212125378959047,0.00940636452012197,2.25512607453465,0.0245502746432171,"bcpIDd2D9SALT_A"
"bcpIDd2D9SALT_B",-0.0253165592579742,0.00832789696179273,-3.03997027990658,0.00248803714511512,"bcpIDd2D9SALT_B"
"bcpIDd2E10SALT_B",-0.00694161516302759,0.0100443273744169,-0.691098060056068,0.48981959706789,"bcpIDd2E10SALT_B"
"bcpIDd2E1SALT_A",0.064190642227753,0.00559958532836734,11.4634635358738,0.0000000000000000000000000032387245068867,"bcpIDd2E1SALT_A"
"bcpIDd2E1SALT_B",0.0428778237373662,0.00547041520277158,7.83812967535668,0.0000000000000270300419579808,"bcpIDd2E1SALT_B"
"bcpIDd2E3SALT_A",0.0184879020811971,0.00975981423402044,1.89428831716413,0.0587544693783656,"bcpIDd2E3SALT_A"
"bcpIDd2E3SALT_B",0.0061955317864296,0.0112103960663237,0.552659491223609,0.580739685833386,"bcpIDd2E3SALT_B"
"bcpIDd2E7SALT_A",0.0453565453444786,0.0154644879007118,2.93294841935185,0.00350919916252946,"bcpIDd2E7SALT_A"
"bcpIDd2E7SALT_B",0.00841125000447027,0.0176518219225186,0.476508886243632,0.633916766805198,"bcpIDd2E7SALT_B"
"bcpIDd2E9SALT_A",-0.00185420629939919,0.0383171674478344,-0.0483910065096418,0.961423645383159,"bcpIDd2E9SALT_A"
"bcpIDd2E9SALT_B",-0.000280813795761444,0.00892389232756882,-0.0314676360329806,0.97490896119578,"bcpIDd2E9SALT_B"
"bcpIDd2F10SALT_A",0.00926589653622859,0.0111475388504033,0.831205583633681,0.406248009226548,"bcpIDd2F10SALT_A"
"bcpIDd2F10SALT_B",-0.0122613538957481,0.0119499764758354,-1.02605673915278,0.30535316004523,"bcpIDd2F10SALT_B"
"bcpIDd2F11SALT_A",0.0104690567016093,0.0149389931678593,0.700787300989806,0.483756617355067,"bcpIDd2F11SALT_A"
"bcpIDd2F11SALT_B",-0.034039041245621,0.0131995867853381,-2.57879597287327,0.0101947639286458,"bcpIDd2F11SALT_B"
"bcpIDd2F1SALT_A",0.113654335963419,0.0140017440459547,8.11715566220877,0.00000000000000362840736328463,"bcpIDd2F1SALT_A"
"bcpIDd2F1SALT_B",0.0193966014883523,0.0304700730818589,0.636578764883255,0.524685988609461,"bcpIDd2F1SALT_B"
"bcpIDd2F3SALT_A",0.0346308645180743,0.0157219101548929,2.20271354923731,0.0280632755560806,"bcpIDd2F3SALT_A"
"bcpIDd2F3SALT_B",0.00635199734563996,0.00778273340382598,0.816165351689591,0.414788106365942,"bcpIDd2F3SALT_B"
"bcpIDd2F5SALT_A",-0.0675417926436257,0.00840027089591903,-8.04043030046073,0.00000000000000633580329993212,"bcpIDd2F5SALT_A"
"bcpIDd2F5SALT_B",-0.0096607658940608,0.0064951559085013,-1.48738013839146,0.137534856562147,"bcpIDd2F5SALT_B"
"bcpIDd2F7SALT_A",-0.000802113389360516,0.00782201922034518,-0.102545566146681,0.918364112395853,"bcpIDd2F7SALT_A"
"bcpIDd2F7SALT_B",0.00457498363689289,0.0068696553323745,0.665969894491277,0.505732636226423,"bcpIDd2F7SALT_B"
"bcpIDd2F9SALT_B",-0.0229981912216551,0.012468560490439,-1.84449449792463,0.0656931117739466,"bcpIDd2F9SALT_B"
"bcpIDd2G10SALT_B",0.00622089988008942,0.0571300113784259,0.108890226520043,0.913332556006294,"bcpIDd2G10SALT_B"
"bcpIDd2G11SALT_A",-0.0171494916619844,0.0142959149895559,-1.19960783723974,0.230850872299485,"bcpIDd2G11SALT_A"
"bcpIDd2G12SALT_B",0.00726924968716654,0.0113411942393557,0.640959808442491,0.521837836650007,"bcpIDd2G12SALT_B"
"bcpIDd2G1SALT_A",0.140952585743325,0.00811602023813251,17.3672048131509,0.0000000000000000000000000000000000000000000000000000222720573516505,"bcpIDd2G1SALT_A"
"bcpIDd2G3SALT_A",0.000606175006480443,0.0101260078938848,0.0598631773580305,0.952288149526499,"bcpIDd2G3SALT_A"
"bcpIDd2G3SALT_B",-0.0122794937093719,0.00711818117348103,-1.72508867224671,0.0851196891213407,"bcpIDd2G3SALT_B"
"bcpIDd2G5SALT_A",-0.0222603703283535,0.00894312592363302,-2.48910397979843,0.013125544957557,"bcpIDd2G5SALT_A"
"bcpIDd2G5SALT_B",-0.0246885707106358,0.0209726736178878,-1.17717803463926,0.239675695306322,"bcpIDd2G5SALT_B"
"bcpIDd2G7SALT_A",0.069317686861913,0.0156411279823037,4.43175753950347,0.0000114585440926055,"bcpIDd2G7SALT_A"
"bcpIDd2G7SALT_B",-0.0223346697629242,0.0172316149052906,-1.29614489911023,0.195514104192926,"bcpIDd2G7SALT_B"
"bcpIDd2G9SALT_A",-0.00769731815565066,0.00750473670650146,-1.02566131986781,0.305539389469074,"bcpIDd2G9SALT_A"
"bcpIDd2G9SALT_B",-0.0247115049122002,0.00995716966647814,-2.48178003789512,0.0133950282333112,"bcpIDd2G9SALT_B"
"bcpIDd2H10SALT_A",0.00154547061665759,0.0163707458713168,0.094404410697341,0.924825135876744,"bcpIDd2H10SALT_A"
"bcpIDd2H10SALT_B",0.0148218854992616,0.0370680265133648,0.399856342336368,0.689430401199445,"bcpIDd2H10SALT_B"
"bcpIDd2H11SALT_A",0.0774719723335835,0.0140265576276186,5.52323487988525,0.0000000532078622474734,"bcpIDd2H11SALT_A"
"bcpIDd2H3SALT_A",0.0321421264698826,0.00954298274349193,3.3681425748991,0.000814211535465882,"bcpIDd2H3SALT_A"
"bcpIDd2H3SALT_B",-0.0211125959594206,0.0117689471320089,-1.79392393581232,0.0734198736938516,"bcpIDd2H3SALT_B"
"bcpIDd2H5SALT_B",-0.0268478280717144,0.0084842008566637,-3.16444984333762,0.00164688380957434,"bcpIDd2H5SALT_B"
"bcpIDd2H7SALT_A",0.0378945487076233,0.0400967083910956,0.945078791456075,0.345067934199449,"bcpIDd2H7SALT_A"
"bcpIDd2H7SALT_B",0.0429766907689009,0.00916771705047133,4.68782909990567,0.00000355196272963819,"bcpIDd2H7SALT_B"
"bcpIDd2H9SALT_A",-0.000482759861673659,0.00881941502259643,-0.0547383086561602,0.956368469541708,"bcpIDd2H9SALT_A"
"bcpIDd2H9SALT_B",-0.0434762809363507,0.00677141286176984,-6.42056271325736,0.000000000312070337980706,"bcpIDd2H9SALT_B"
